x: 0.678748, y: 1.246018, inside_circle: no
x: 0.074956, y: 0.265045, inside_circle: yes
x: -0.635902, y: 1.428478, inside_circle: no
x: 1.086944, y: -0.203880, inside_circle: no
x: 0.611302, y: -0.386031, inside_circle: yes
x: -1.136415, y: 0.545970, inside_circle: no
x: 0.711139, y: 0.091052, inside_circle: yes
x: -0.699252, y: 0.121943, inside_circle: yes
x: 0.330924, y: -0.572708, inside_circle: yes
x: -0.869112, y: 0.249589, inside_circle: yes
x: -0.391697, y: -0.265884, inside_circle: yes
x: 0.659554, y: -1.060736, inside_circle: no
x: 0.634353, y: -1.314588, inside_circle: no
x: 0.351208, y: 1.200063, inside_circle: no
x: -0.723333, y: -0.444276, inside_circle: yes
x: 1.359905, y: -0.594677, inside_circle: no
x: -0.973960, y: -0.092422, inside_circle: yes
x: 0.278841, y: -0.522602, inside_circle: yes
x: -0.409806, y: 0.453046, inside_circle: yes
x: -0.881585, y: 1.154048, inside_circle: no
x: 1.306440, y: -0.517007, inside_circle: no
x: 1.225674, y: 0.529702, inside_circle: no
x: 1.182065, y: -1.198229, inside_circle: no
x: -0.126922, y: -0.539678, inside_circle: yes
x: -0.471464, y: -0.480601, inside_circle: yes
x: 1.449144, y: -0.602624, inside_circle: no
x: -0.404150, y: -0.783459, inside_circle: yes
x: -0.916777, y: -1.005968, inside_circle: no
x: 0.454977, y: 0.113026, inside_circle: yes
x: 1.178741, y: -0.025346, inside_circle: no
x: -0.952000, y: 1.258550, inside_circle: no
x: 1.115371, y: -0.772833, inside_circle: no
x: -0.880357, y: 0.089003, inside_circle: yes
x: 1.004175, y: -0.150860, inside_circle: no
x: 0.401157, y: 0.053327, inside_circle: yes
x: -0.312444, y: 0.691873, inside_circle: yes
x: 1.342318, y: -0.179536, inside_circle: no
x: -1.060824, y: -1.455052, inside_circle: no
x: 0.490245, y: 0.598380, inside_circle: yes
x: 1.474615, y: 0.840360, inside_circle: no
x: 1.233155, y: -0.490582, inside_circle: no
x: 0.962960, y: 0.710907, inside_circle: no
x: -0.238947, y: 0.405490, inside_circle: yes
x: 0.038860, y: 0.709028, inside_circle: yes
x: -0.814963, y: 0.746795, inside_circle: no
x: 0.819528, y: -1.032927, inside_circle: no
x: -0.477847, y: -0.382615, inside_circle: yes
x: 0.525141, y: -0.897866, inside_circle: no
x: 0.363416, y: -1.453859, inside_circle: no
x: 0.475625, y: 0.159513, inside_circle: yes
x: 0.444124, y: 0.121055, inside_circle: yes
x: -0.561198, y: -0.409513, inside_circle: yes
x: 1.390574, y: -1.071378, inside_circle: no
x: -1.085186, y: 0.215805, inside_circle: no
x: 0.164362, y: 0.034605, inside_circle: yes
x: 0.875757, y: -1.443590, inside_circle: no
x: 0.291529, y: 0.880132, inside_circle: yes
x: 1.295913, y: -1.071144, inside_circle: no
x: -0.104480, y: -0.789645, inside_circle: yes
x: -0.399884, y: 1.126183, inside_circle: no
x: 1.029370, y: -1.448626, inside_circle: no
x: -1.227009, y: 1.472606, inside_circle: no
x: -1.238438, y: -0.945031, inside_circle: no
x: -0.779294, y: -0.848723, inside_circle: no
x: -0.847514, y: -0.281372, inside_circle: yes
x: 0.760893, y: -0.289004, inside_circle: yes
x: 0.536327, y: 0.128060, inside_circle: yes
x: -0.954566, y: 0.781862, inside_circle: no
x: -0.150362, y: -0.026312, inside_circle: yes
x: 0.931199, y: 1.133365, inside_circle: no
x: 0.331052, y: -0.784923, inside_circle: yes
x: -0.076623, y: -1.078474, inside_circle: no
x: -0.513146, y: -1.412445, inside_circle: no
x: 0.125876, y: -0.207275, inside_circle: yes
x: 1.371937, y: -0.421391, inside_circle: no
x: 0.236806, y: -0.015906, inside_circle: yes
x: 1.138277, y: -1.401382, inside_circle: no
x: 0.711915, y: 0.373210, inside_circle: yes
x: -0.592852, y: 0.015390, inside_circle: yes
x: -0.875280, y: 1.032305, inside_circle: no
x: 1.255313, y: -0.523396, inside_circle: no
x: 1.453751, y: 0.124029, inside_circle: no
x: 1.381022, y: -1.272831, inside_circle: no
x: -1.030254, y: 0.052373, inside_circle: no
x: -0.370550, y: 1.181401, inside_circle: no
x: 0.773668, y: -0.816404, inside_circle: no
x: -1.387886, y: -0.910804, inside_circle: no
x: -0.547193, y: -1.112236, inside_circle: no
x: 1.065303, y: -0.491084, inside_circle: no
x: -0.822736, y: -1.373833, inside_circle: no
x: 0.760180, y: 0.759214, inside_circle: no
x: 0.204547, y: 1.412217, inside_circle: no
x: -0.260831, y: -0.042702, inside_circle: yes
x: -1.012813, y: 0.506945, inside_circle: no
x: -0.952060, y: 0.826123, inside_circle: no
x: 1.451614, y: -1.446515, inside_circle: no
x: -0.389058, y: -1.144791, inside_circle: no
x: -0.301357, y: -1.330461, inside_circle: no
x: -0.200214, y: 0.523268, inside_circle: yes
x: 1.456176, y: 1.239960, inside_circle: no
x: -0.235407, y: 0.663757, inside_circle: yes
x: -0.891142, y: -0.092166, inside_circle: yes
x: -0.817336, y: -0.457452, inside_circle: yes
x: -1.179411, y: -0.405150, inside_circle: no
x: -0.072551, y: 0.836149, inside_circle: yes
x: 0.558865, y: -0.896388, inside_circle: no
x: 0.448990, y: 0.402659, inside_circle: yes
x: 0.210166, y: 0.452449, inside_circle: yes
x: -0.855482, y: 0.069148, inside_circle: yes
x: -1.257029, y: -0.747977, inside_circle: no
x: 0.630893, y: 0.186105, inside_circle: yes
x: -0.028431, y: -0.453135, inside_circle: yes
x: 0.317095, y: -0.449987, inside_circle: yes
x: 1.317599, y: -0.099808, inside_circle: no
x: -0.743542, y: -0.180031, inside_circle: yes
x: 0.421609, y: -0.345417, inside_circle: yes
x: 0.233711, y: -0.531301, inside_circle: yes
x: -0.322238, y: -0.151265, inside_circle: yes
x: 0.122175, y: 1.301077, inside_circle: no
x: -0.295900, y: 1.129913, inside_circle: no
x: -1.036283, y: -0.369906, inside_circle: no
x: -0.420422, y: -0.676728, inside_circle: yes
x: -0.717309, y: 0.072716, inside_circle: yes
x: -0.741864, y: -0.638095, inside_circle: yes
x: 0.648830, y: -0.384314, inside_circle: yes
x: 0.856546, y: 0.807981, inside_circle: no
x: -1.338027, y: -0.881779, inside_circle: no
x: -1.144355, y: -0.994128, inside_circle: no
x: 1.242835, y: 0.443081, inside_circle: no
x: -1.128869, y: -0.881494, inside_circle: no
x: 0.242757, y: -0.719079, inside_circle: yes
x: 0.091700, y: 0.641427, inside_circle: yes
x: -0.206311, y: -1.281190, inside_circle: no
x: 0.412636, y: 0.649163, inside_circle: yes
x: 0.702981, y: 0.903392, inside_circle: no
x: -0.810854, y: 1.318148, inside_circle: no
x: 1.247949, y: -0.532998, inside_circle: no
x: 0.117353, y: 0.939024, inside_circle: yes
x: -0.389543, y: -0.008319, inside_circle: yes
x: 0.770912, y: 0.649736, inside_circle: no
x: 0.883547, y: 0.421020, inside_circle: yes
x: -1.222205, y: 0.860441, inside_circle: no
x: -0.188534, y: -1.204635, inside_circle: no
x: 1.387587, y: -0.179045, inside_circle: no
x: -1.315692, y: -1.433570, inside_circle: no
x: 1.148529, y: -0.223548, inside_circle: no
x: 1.375745, y: -1.011561, inside_circle: no
x: 0.069849, y: 0.829341, inside_circle: yes
x: 1.114882, y: -1.209194, inside_circle: no
x: 0.622046, y: -1.031788, inside_circle: no
x: -1.188575, y: 0.867076, inside_circle: no
x: 1.154638, y: 1.452661, inside_circle: no
x: -0.394241, y: -0.273800, inside_circle: yes
x: 1.339209, y: -1.040106, inside_circle: no
x: -0.716266, y: 0.541737, inside_circle: yes
x: -0.905883, y: 1.354435, inside_circle: no
x: -0.679814, y: 0.846151, inside_circle: no
x: 0.474926, y: -0.165766, inside_circle: yes
x: 1.049693, y: 1.443607, inside_circle: no
x: -1.430729, y: 0.371728, inside_circle: no
x: -0.891217, y: -0.259205, inside_circle: yes
x: -0.030616, y: 1.308387, inside_circle: no
x: -0.080700, y: 0.311025, inside_circle: yes
x: 0.945282, y: -1.270354, inside_circle: no
x: 0.291394, y: 1.479476, inside_circle: no
x: 1.061317, y: 0.780639, inside_circle: no
x: 0.204442, y: 0.395409, inside_circle: yes
x: 0.057115, y: 1.004663, inside_circle: no
x: 0.746990, y: -0.865153, inside_circle: no
x: -0.789312, y: 1.284314, inside_circle: no
x: 0.664281, y: 0.824860, inside_circle: no
x: 0.496109, y: 0.863511, inside_circle: yes
x: 1.006717, y: -0.866468, inside_circle: no
x: -0.902381, y: 0.774519, inside_circle: no
x: 1.053790, y: -0.557085, inside_circle: no
x: 1.017429, y: -1.302432, inside_circle: no
x: 0.796864, y: -0.833228, inside_circle: no
x: 1.041983, y: -1.213070, inside_circle: no
x: -0.968093, y: -1.300049, inside_circle: no
x: 1.246533, y: 0.143708, inside_circle: no
x: -0.437184, y: 1.407042, inside_circle: no
x: 0.927175, y: -0.864261, inside_circle: no
x: 0.500913, y: 1.211970, inside_circle: no
x: -1.284575, y: 0.978444, inside_circle: no
x: -0.795045, y: 0.846002, inside_circle: no
x: -1.491776, y: -0.858007, inside_circle: no
x: -0.025248, y: -1.085451, inside_circle: no
x: 1.493767, y: -1.477565, inside_circle: no
x: -0.550047, y: 1.491385, inside_circle: no
x: -0.288529, y: 0.535446, inside_circle: yes
x: -1.083717, y: 0.189123, inside_circle: no
x: 0.961308, y: -0.546356, inside_circle: no
x: 0.407379, y: 0.914711, inside_circle: no
x: 0.364677, y: -0.375969, inside_circle: yes
x: 1.356764, y: -1.007570, inside_circle: no
x: -1.380767, y: 1.201589, inside_circle: no
x: -0.370143, y: 0.406133, inside_circle: yes
x: 1.112571, y: -1.119444, inside_circle: no
x: -0.958684, y: -1.217889, inside_circle: no
x: 0.292653, y: 0.047172, inside_circle: yes
x: -0.399065, y: 0.596842, inside_circle: yes
x: -0.958084, y: -0.993379, inside_circle: no
x: -0.574837, y: -1.244412, inside_circle: no
x: -1.341409, y: -0.766732, inside_circle: no
x: 1.301906, y: 1.299268, inside_circle: no
x: 1.107187, y: -0.615995, inside_circle: no
x: 0.179084, y: 0.718904, inside_circle: yes
x: -0.484420, y: 0.575525, inside_circle: yes
x: -1.439545, y: -1.146446, inside_circle: no
x: 0.135304, y: 1.455467, inside_circle: no
x: 0.851604, y: 0.838971, inside_circle: no
x: 0.747389, y: -0.476847, inside_circle: yes
x: -0.372282, y: -0.586586, inside_circle: yes
x: -0.902910, y: 1.390672, inside_circle: no
x: -0.521558, y: 0.284421, inside_circle: yes
x: 0.315856, y: -0.328515, inside_circle: yes
x: 1.013784, y: 0.734878, inside_circle: no
x: 0.876221, y: -0.832932, inside_circle: no
x: -0.519322, y: -0.980781, inside_circle: no
x: -0.211176, y: -1.075335, inside_circle: no
x: -1.029608, y: -0.524432, inside_circle: no
x: 1.107732, y: 1.381554, inside_circle: no
x: -0.000377, y: -0.263989, inside_circle: yes
x: -0.250074, y: 0.788120, inside_circle: yes
x: -1.292172, y: -1.015363, inside_circle: no
x: -1.337365, y: -0.456591, inside_circle: no
x: 0.294961, y: 0.002580, inside_circle: yes
x: 0.440345, y: 1.299831, inside_circle: no
x: 1.169933, y: 0.715382, inside_circle: no
x: -1.262054, y: 0.544688, inside_circle: no
x: -0.221044, y: -0.819737, inside_circle: yes
x: 1.390828, y: 0.191498, inside_circle: no
x: 0.651172, y: 0.222169, inside_circle: yes
x: -1.355418, y: -1.335608, inside_circle: no
x: 0.078804, y: 0.021363, inside_circle: yes
x: 0.476929, y: -0.646119, inside_circle: yes
x: 1.427280, y: -0.939689, inside_circle: no
x: -0.046729, y: 0.491237, inside_circle: yes
x: 0.389462, y: -0.809530, inside_circle: yes
x: 0.981725, y: -0.872954, inside_circle: no
x: -0.057781, y: 0.507998, inside_circle: yes
x: 1.461639, y: -0.066654, inside_circle: no
x: 0.838040, y: -0.602192, inside_circle: no
x: -1.308990, y: -0.503003, inside_circle: no
x: 0.401043, y: 0.616828, inside_circle: yes
x: 0.556944, y: -0.516771, inside_circle: yes
x: 1.308398, y: -1.260407, inside_circle: no
x: -0.839416, y: 0.378129, inside_circle: yes
x: 0.323607, y: 1.428165, inside_circle: no
x: -1.268488, y: 1.457456, inside_circle: no
x: -0.889369, y: 0.306825, inside_circle: yes
x: 0.175745, y: 1.137042, inside_circle: no
x: -1.310977, y: -1.460907, inside_circle: no
x: 0.148734, y: 1.272568, inside_circle: no
x: 0.503117, y: 0.906892, inside_circle: no
x: -1.432939, y: 1.037741, inside_circle: no
x: -0.728616, y: -0.760273, inside_circle: no
x: 1.168672, y: 1.333884, inside_circle: no
x: -0.115215, y: -1.472137, inside_circle: no
x: 0.543151, y: -0.907450, inside_circle: no
x: -0.722423, y: 1.346665, inside_circle: no
x: -0.567049, y: 1.489006, inside_circle: no
x: 0.802078, y: 1.080338, inside_circle: no
x: -0.241635, y: 0.806793, inside_circle: yes
x: -0.826223, y: -0.919785, inside_circle: no
x: 0.239032, y: 1.397366, inside_circle: no
x: 0.211774, y: -0.937111, inside_circle: yes
x: -0.772126, y: 1.341758, inside_circle: no
x: -1.090668, y: -0.040358, inside_circle: no
x: 1.037148, y: -1.310105, inside_circle: no
x: -1.329827, y: -0.198443, inside_circle: no
x: 0.303311, y: -0.141730, inside_circle: yes
x: 0.123298, y: 0.479811, inside_circle: yes
x: -1.402366, y: -0.214473, inside_circle: no
x: -1.020617, y: -0.140218, inside_circle: no
x: -0.876594, y: 0.930219, inside_circle: no
x: -1.299279, y: 0.522926, inside_circle: no
x: 0.455987, y: -0.720261, inside_circle: yes
x: -0.052514, y: 0.017151, inside_circle: yes
x: -0.971267, y: -1.349865, inside_circle: no
x: -1.063126, y: -1.081975, inside_circle: no
x: 1.143279, y: 0.749134, inside_circle: no
x: -1.122355, y: 0.091541, inside_circle: no
x: 0.834012, y: -0.717587, inside_circle: no
x: -1.422211, y: -0.119600, inside_circle: no
x: -0.074029, y: -0.163303, inside_circle: yes
x: 0.107411, y: -0.480236, inside_circle: yes
x: 1.011522, y: 0.720597, inside_circle: no
x: 0.857462, y: 0.601016, inside_circle: no
x: -1.355280, y: -0.978505, inside_circle: no
x: -1.322801, y: 1.197005, inside_circle: no
x: -1.182974, y: -0.281421, inside_circle: no
x: -0.711179, y: -1.300066, inside_circle: no
x: -1.414121, y: 0.085248, inside_circle: no
x: 1.216776, y: -0.067557, inside_circle: no
x: 1.390709, y: -0.161658, inside_circle: no
x: -0.427348, y: -0.174903, inside_circle: yes
x: -1.178125, y: 1.176301, inside_circle: no
x: -0.343937, y: 1.373589, inside_circle: no
x: 0.775687, y: 1.074666, inside_circle: no
x: 1.441082, y: 0.382987, inside_circle: no
x: 0.479538, y: 0.153396, inside_circle: yes
x: -1.187925, y: -0.902898, inside_circle: no
x: -0.115791, y: 1.066747, inside_circle: no
x: 0.206942, y: -0.802072, inside_circle: yes
x: -1.160050, y: -1.075559, inside_circle: no
x: 0.430381, y: -1.251054, inside_circle: no
x: 1.324925, y: 1.204807, inside_circle: no
x: 1.343386, y: -1.373183, inside_circle: no
x: -1.353077, y: -0.419708, inside_circle: no
x: -1.190597, y: -1.456294, inside_circle: no
x: -1.109964, y: 1.201265, inside_circle: no
x: -0.915835, y: -0.416192, inside_circle: no
x: -0.143341, y: -0.546253, inside_circle: yes
x: -1.031003, y: 1.439257, inside_circle: no
x: -1.346072, y: -0.978264, inside_circle: no
x: 0.847504, y: 0.784625, inside_circle: no
x: 1.371068, y: 1.078151, inside_circle: no
x: 0.474243, y: -0.975890, inside_circle: no
x: -1.315312, y: -0.288711, inside_circle: no
x: 0.701486, y: -1.494662, inside_circle: no
x: -0.606311, y: 0.288429, inside_circle: yes
x: 0.606687, y: 1.074891, inside_circle: no
x: 0.805436, y: 1.021471, inside_circle: no
x: -1.155431, y: 0.845821, inside_circle: no
x: 1.028126, y: -0.091823, inside_circle: no
x: -0.970362, y: -0.006053, inside_circle: yes
x: 0.979233, y: -0.154697, inside_circle: yes
x: 1.345040, y: -0.657526, inside_circle: no
x: 0.014326, y: -0.107957, inside_circle: yes
x: 0.781840, y: -0.164946, inside_circle: yes
x: -1.262197, y: -0.393983, inside_circle: no
x: 1.416554, y: 0.526092, inside_circle: no
x: 0.240622, y: -1.037032, inside_circle: no
x: 1.405754, y: -0.346631, inside_circle: no
x: -0.294372, y: -1.374130, inside_circle: no
x: 0.646133, y: 1.002453, inside_circle: no
x: -0.563158, y: -0.565243, inside_circle: yes
x: 1.363744, y: -1.174029, inside_circle: no
x: -0.069373, y: -1.080998, inside_circle: no
x: 1.120732, y: -1.183915, inside_circle: no
x: 0.551744, y: 0.727914, inside_circle: yes
x: 0.599810, y: 1.164666, inside_circle: no
x: 0.224107, y: -0.437041, inside_circle: yes
x: 0.708100, y: -0.050487, inside_circle: yes
x: -1.106911, y: -0.119707, inside_circle: no
x: 0.886263, y: 0.428967, inside_circle: yes
x: -1.128549, y: -0.153204, inside_circle: no
x: 0.213971, y: 0.637050, inside_circle: yes
x: 0.212454, y: -0.596354, inside_circle: yes
x: 0.507464, y: -0.937229, inside_circle: no
x: -0.378962, y: -1.356530, inside_circle: no
x: 0.343207, y: 1.057198, inside_circle: no
x: 0.393611, y: 0.320019, inside_circle: yes
x: 0.468780, y: -0.212929, inside_circle: yes
x: 1.144106, y: -0.475214, inside_circle: no
x: 0.834350, y: -0.778399, inside_circle: no
x: -1.297557, y: 0.643030, inside_circle: no
x: -0.298393, y: -0.279974, inside_circle: yes
x: -1.437488, y: 0.155927, inside_circle: no
x: 0.050681, y: 0.396908, inside_circle: yes
x: -1.121668, y: 0.594387, inside_circle: no
x: -0.907937, y: 0.060600, inside_circle: yes
x: -0.417623, y: 0.885769, inside_circle: yes
x: -0.749915, y: -0.917283, inside_circle: no
x: 0.763555, y: -0.643768, inside_circle: yes
x: -0.564838, y: -1.356478, inside_circle: no
x: 1.473562, y: 0.429161, inside_circle: no
x: 0.209046, y: 1.018371, inside_circle: no
x: 0.079518, y: -0.925434, inside_circle: yes
x: -0.189954, y: 1.045956, inside_circle: no
x: 0.583036, y: 1.465878, inside_circle: no
x: -0.795467, y: -0.610951, inside_circle: no
x: -1.009546, y: -1.137552, inside_circle: no
x: -0.446252, y: 1.409725, inside_circle: no
x: -0.347068, y: -1.103968, inside_circle: no
x: 1.149389, y: 0.510493, inside_circle: no
x: -0.014882, y: -1.394195, inside_circle: no
x: -0.544556, y: 1.212612, inside_circle: no
x: -1.307052, y: 1.147636, inside_circle: no
x: 1.487029, y: -1.042260, inside_circle: no
x: 1.214508, y: -1.448225, inside_circle: no
x: -1.039990, y: -0.900529, inside_circle: no
x: -0.996446, y: 0.825682, inside_circle: no
x: -0.773903, y: 0.815552, inside_circle: no
x: 0.495392, y: 0.001953, inside_circle: yes
x: 0.958069, y: 0.257823, inside_circle: yes
x: 1.381292, y: -1.307395, inside_circle: no
x: -0.523934, y: 1.438327, inside_circle: no
x: 0.836198, y: 0.442707, inside_circle: yes
x: 0.802788, y: -0.042285, inside_circle: yes
x: -0.377141, y: 1.163169, inside_circle: no
x: 0.081767, y: 0.322820, inside_circle: yes
x: 1.466860, y: -1.011690, inside_circle: no
x: 1.129459, y: -1.234885, inside_circle: no
x: 1.161301, y: -1.489058, inside_circle: no
x: -0.014043, y: 0.275407, inside_circle: yes
x: -1.064973, y: -0.877197, inside_circle: no
x: -1.246605, y: 0.600159, inside_circle: no
x: 0.940650, y: -0.316671, inside_circle: yes
x: -1.365356, y: -1.102893, inside_circle: no
x: -1.285683, y: 1.286584, inside_circle: no
x: -0.691346, y: 0.585953, inside_circle: yes
x: 0.857703, y: 1.109167, inside_circle: no
x: 1.136077, y: 1.243288, inside_circle: no
x: 1.421984, y: -1.085359, inside_circle: no
x: 0.550483, y: 0.929796, inside_circle: no
x: 1.023961, y: 1.056466, inside_circle: no
x: 0.227379, y: -0.681268, inside_circle: yes
x: -1.350323, y: 1.089608, inside_circle: no
x: 0.352542, y: -0.880772, inside_circle: yes
x: 0.700527, y: 1.031303, inside_circle: no
x: -1.064285, y: -0.757570, inside_circle: no
x: -0.183488, y: 1.050315, inside_circle: no
x: 1.386295, y: 0.711934, inside_circle: no
x: 1.407012, y: 0.582037, inside_circle: no
x: 0.157436, y: -0.472739, inside_circle: yes
x: -0.560943, y: 1.066666, inside_circle: no
x: -0.496479, y: -0.636721, inside_circle: yes
x: -1.489220, y: 0.761819, inside_circle: no
x: -0.972020, y: 1.307424, inside_circle: no
x: -0.695788, y: -0.517124, inside_circle: yes
x: -0.789911, y: -1.044150, inside_circle: no
x: -1.299517, y: 0.360404, inside_circle: no
x: -1.233925, y: -1.275140, inside_circle: no
x: 1.254614, y: 1.304153, inside_circle: no
x: -1.379759, y: 0.017319, inside_circle: no
x: 1.323695, y: 0.027473, inside_circle: no
x: -1.339370, y: 1.393597, inside_circle: no
x: -0.915136, y: 0.563988, inside_circle: no
x: -0.587685, y: 0.788240, inside_circle: yes
x: -0.561772, y: -0.436283, inside_circle: yes
x: -0.724246, y: 1.296399, inside_circle: no
x: 0.031942, y: -1.349780, inside_circle: no
x: 1.102037, y: 0.675611, inside_circle: no
x: 1.132537, y: -1.178924, inside_circle: no
x: -0.383056, y: 0.024180, inside_circle: yes
x: 1.287439, y: 1.457638, inside_circle: no
x: -0.465851, y: -1.348940, inside_circle: no
x: -0.599271, y: 0.979889, inside_circle: no
x: 0.081812, y: 0.587901, inside_circle: yes
x: 1.004546, y: -1.343632, inside_circle: no
x: 1.202771, y: -0.882038, inside_circle: no
x: 1.278036, y: -0.193375, inside_circle: no
x: 1.309158, y: -1.107840, inside_circle: no
x: 1.403681, y: -0.674651, inside_circle: no
x: 0.358031, y: 1.183003, inside_circle: no
x: 0.883465, y: -0.507595, inside_circle: no
x: 0.804639, y: -0.937881, inside_circle: no
x: -0.077837, y: -0.352976, inside_circle: yes
x: -1.276196, y: -0.544403, inside_circle: no
x: 0.072490, y: 0.606362, inside_circle: yes
x: 1.137921, y: 1.073632, inside_circle: no
x: 0.127313, y: 0.123849, inside_circle: yes
x: -0.958660, y: 0.746030, inside_circle: no
x: -0.998858, y: -1.097150, inside_circle: no
x: 0.975728, y: 0.330388, inside_circle: no
x: -1.203593, y: 0.600762, inside_circle: no
x: -0.905731, y: -1.070617, inside_circle: no
x: -1.440928, y: 0.907129, inside_circle: no
x: -1.471040, y: -1.030846, inside_circle: no
x: 1.332459, y: 0.028076, inside_circle: no
x: 1.208390, y: -0.646947, inside_circle: no
x: -0.524856, y: 1.067106, inside_circle: no
x: -0.055021, y: 1.414479, inside_circle: no
x: -1.200939, y: 0.758176, inside_circle: no
x: -0.840562, y: 0.519777, inside_circle: yes
x: -1.216014, y: 0.985332, inside_circle: no
x: -1.345060, y: 0.422690, inside_circle: no
x: 0.385316, y: 0.904018, inside_circle: yes
x: 0.281348, y: -0.814481, inside_circle: yes
x: -1.322472, y: -0.071510, inside_circle: no
x: 0.188916, y: -0.953940, inside_circle: yes
x: -0.624367, y: 1.013884, inside_circle: no
x: 0.322498, y: -1.058657, inside_circle: no
x: -0.282848, y: 1.223036, inside_circle: no
x: -0.704874, y: 0.869932, inside_circle: no
x: 0.462009, y: -0.453357, inside_circle: yes
x: 0.288066, y: -0.375434, inside_circle: yes
x: 1.105812, y: 0.957093, inside_circle: no
x: -0.795304, y: -0.197520, inside_circle: yes
x: 1.033891, y: -0.127095, inside_circle: no
x: 1.184097, y: 1.010693, inside_circle: no
x: 1.000866, y: -0.055072, inside_circle: no
x: 1.303090, y: -0.219203, inside_circle: no
x: 0.971888, y: -1.222772, inside_circle: no
x: 0.052880, y: -0.018111, inside_circle: yes
x: 1.221761, y: -1.376345, inside_circle: no
x: 0.557616, y: 1.244892, inside_circle: no
x: 0.855117, y: 0.773936, inside_circle: no
x: 0.225524, y: 1.002877, inside_circle: no
x: 0.994411, y: 0.891358, inside_circle: no
x: 1.004892, y: -0.446658, inside_circle: no
x: -1.332385, y: -0.660444, inside_circle: no
x: -1.342550, y: 1.391731, inside_circle: no
x: 0.504739, y: 0.470331, inside_circle: yes
x: -0.590415, y: 0.544901, inside_circle: yes
x: 0.243527, y: -0.123458, inside_circle: yes
x: -0.397579, y: 0.057781, inside_circle: yes
x: 0.980607, y: 1.333113, inside_circle: no
x: 1.196472, y: 0.823547, inside_circle: no
x: 0.771257, y: -0.638370, inside_circle: no
x: 0.759107, y: -1.045946, inside_circle: no
x: -1.170533, y: 0.652770, inside_circle: no
x: -1.089920, y: -0.532909, inside_circle: no
x: 1.278751, y: 1.135305, inside_circle: no
x: -0.134563, y: 0.059506, inside_circle: yes
x: 0.353851, y: 1.379374, inside_circle: no
x: -0.665871, y: 0.333211, inside_circle: yes
x: -0.796782, y: 1.257618, inside_circle: no
x: 0.388594, y: -1.345903, inside_circle: no
x: 1.039877, y: -0.982406, inside_circle: no
x: -0.598273, y: 1.377699, inside_circle: no
x: -0.322030, y: -1.304992, inside_circle: no
x: 1.015275, y: 0.296651, inside_circle: no
x: -1.454124, y: -0.266444, inside_circle: no
x: -1.319421, y: -0.079257, inside_circle: no
x: 1.071067, y: 0.756976, inside_circle: no
x: -0.872310, y: -0.974731, inside_circle: no
x: 0.229850, y: 1.003670, inside_circle: no
x: 1.035578, y: 1.348257, inside_circle: no
x: 0.392957, y: 1.274350, inside_circle: no
x: 1.218825, y: -0.801703, inside_circle: no
x: 1.093781, y: -0.572078, inside_circle: no
x: -0.043351, y: -0.400295, inside_circle: yes
x: 0.630548, y: -1.239253, inside_circle: no
x: -0.371707, y: 1.425404, inside_circle: no
x: -1.241648, y: 0.760556, inside_circle: no
x: -0.013472, y: -0.227266, inside_circle: yes
x: 0.994289, y: 1.491595, inside_circle: no
x: 0.460960, y: -0.829987, inside_circle: yes
x: -0.408981, y: -0.768513, inside_circle: yes
x: -0.449629, y: -0.686617, inside_circle: yes
x: -1.162928, y: -1.201685, inside_circle: no
x: 0.893914, y: -1.419444, inside_circle: no
x: 1.215560, y: -1.345407, inside_circle: no
x: 0.880786, y: 0.103192, inside_circle: yes
x: -1.013652, y: -1.031085, inside_circle: no
x: -0.663979, y: 0.295698, inside_circle: yes
x: -0.496120, y: 0.739436, inside_circle: yes
x: -0.190883, y: -0.224043, inside_circle: yes
x: -1.076548, y: 1.425528, inside_circle: no
x: -0.142622, y: -0.840747, inside_circle: yes
x: 0.991822, y: -0.690351, inside_circle: no
x: 0.375584, y: -0.571966, inside_circle: yes
x: 1.400055, y: 0.377371, inside_circle: no
x: 1.193397, y: 1.339150, inside_circle: no
x: 0.849593, y: -1.312100, inside_circle: no
x: -1.314269, y: 0.435938, inside_circle: no
x: 1.445181, y: -1.268832, inside_circle: no
x: 0.341185, y: -0.763734, inside_circle: yes
x: -0.743959, y: -1.284680, inside_circle: no
x: -0.388189, y: 1.446222, inside_circle: no
x: -0.653457, y: -1.348753, inside_circle: no
x: -0.758927, y: 0.032139, inside_circle: yes
x: -0.788403, y: -1.286216, inside_circle: no
x: 0.925580, y: -0.941902, inside_circle: no
x: -0.329037, y: -0.456751, inside_circle: yes
x: -1.091559, y: -0.481172, inside_circle: no
x: -0.677223, y: 0.461118, inside_circle: yes
x: 0.824761, y: 0.233968, inside_circle: yes
x: 0.129363, y: 0.143812, inside_circle: yes
x: 0.490581, y: -0.128392, inside_circle: yes
x: -1.261652, y: 0.497026, inside_circle: no
x: 0.849185, y: -1.339135, inside_circle: no
x: -1.018479, y: 0.958110, inside_circle: no
x: 1.282633, y: 0.881279, inside_circle: no
x: 1.417396, y: -1.317321, inside_circle: no
x: -0.181353, y: 0.683887, inside_circle: yes
x: -1.154107, y: 1.143688, inside_circle: no
x: -0.310342, y: 1.302999, inside_circle: no
x: -0.188853, y: -1.091752, inside_circle: no
x: 0.152902, y: 0.505152, inside_circle: yes
x: 1.268070, y: 0.875045, inside_circle: no
x: 1.340181, y: -0.261009, inside_circle: no
